city,state_id,lat,lng,population,timezone
Oakdale,MN,44.9876,-92.9641,27933,America/Chicago
Hobart,IN,41.5139,-87.2729,27939,America/Chicago
Drexel Hill,PA,39.9495,-75.3039,27939,America/New_York
Bixby,OK,35.9454,-95.8773,27944,America/Chicago
Hutto,TX,30.5373,-97.5516,27947,America/Chicago
Galt,CA,38.2693,-121.3000,27954,America/Los_Angeles
Wisconsin Rapids,WI,44.3927,-89.8265,27966,America/Chicago
Mehlville,MO,38.5018,-90.3149,27971,America/Chicago
Melrose,MA,42.4556,-71.0590,28016,America/New_York
Sonora,CA,37.9819,-120.3828,28035,America/Los_Angeles
Yukon,OK,35.5201,-97.7639,28084,America/Chicago
Granite City,IL,38.7292,-90.1266,28158,America/Chicago
Converse,TX,29.5091,-98.3084,28171,America/Chicago
Monterey,CA,36.5922,-121.8807,28178,America/Los_Angeles
Henderson,KY,37.8397,-87.5798,28207,America/Chicago
Rockledge,FL,28.3201,-80.7320,28227,America/New_York
Winchester,NV,36.1368,-115.1299,28231,America/Los_Angeles
Jacksonville,AR,34.8807,-92.1302,28235,America/Chicago
Oakleaf Plantation,FL,30.1689,-81.8337,28237,America/New_York
Benicia,CA,38.0725,-122.1525,28240,America/Los_Angeles
Aberdeen,SD,45.4646,-98.4680,28257,America/Chicago
Perry Hall,MD,39.4067,-76.4781,28266,America/New_York
Lumberton,NC,34.6312,-79.0186,28279,America/New_York
Burbank,IL,41.7444,-87.7686,28289,America/Chicago
Short Pump,VA,37.6549,-77.6201,28328,America/New_York
Zionsville,IN,39.9897,-86.3182,28357,America/Indiana/Indianapolis
Vineyard,CA,38.4744,-121.3190,28386,America/Los_Angeles
Englewood,NJ,40.8917,-73.9736,28402,America/New_York
Northampton,MA,42.3266,-72.6745,28451,America/New_York
New Iberia,LA,30.0049,-91.8202,28454,America/Chicago
Shamokin,PA,40.7883,-76.5550,28457,America/New_York
Burlington,IA,40.8072,-91.1247,28474,America/Chicago
Austintown,OH,41.0932,-80.7405,28488,America/New_York
West Springfield,MA,42.1253,-72.6503,28517,America/New_York
Independence,KY,38.9510,-84.5492,28521,America/New_York
Schererville,IN,41.4860,-87.4440,28527,America/Chicago
Geneva,NY,42.8644,-76.9827,28563,America/New_York
Burton,MI,42.9974,-83.6175,28574,America/Detroit
Shirley,NY,40.7949,-72.8743,28583,America/New_York
Agawam,MA,42.0657,-72.6526,28613,America/New_York
Lake in the Hills,IL,42.1913,-88.3476,28634,America/Chicago
Belle Glade,FL,26.6920,-80.6672,28665,America/New_York
Fleming Island,FL,30.0988,-81.7124,28676,America/New_York
South Laurel,MD,39.0603,-76.8456,28683,America/New_York
Wasco,CA,35.5938,-119.3671,28710,America/Los_Angeles
Plattsburgh,NY,44.6951,-73.4563,28740,America/New_York
Casselberry,FL,28.6625,-81.3218,28757,America/New_York
Greenville,TX,33.1116,-96.1098,28827,America/Chicago
Morrisville,NC,35.8367,-78.8348,28846,America/New_York
Milton,PA,41.0090,-76.8507,28851,America/New_York
Bella Vista,AR,36.4667,-94.2707,28872,America/Chicago
Big Spring,TX,32.2387,-101.4802,28913,America/Chicago
Fernandina Beach,FL,30.6579,-81.4504,28931,America/New_York
Niles,IL,42.0278,-87.8099,28938,America/Chicago
Harrison,NY,41.0233,-73.7192,28943,America/New_York
Southgate,MI,42.2047,-83.2057,28959,America/Detroit
Graham,WA,47.0407,-122.2756,28976,America/Los_Angeles
Paragould,AR,36.0555,-90.5149,28986,America/Chicago
Raytown,MO,38.9944,-94.4641,28991,America/Chicago
SeaTac,WA,47.4444,-122.2986,29044,America/Los_Angeles
Laplace,LA,30.0731,-90.4758,29108,America/Chicago
Athens,OH,39.3269,-82.0988,29122,America/New_York
Crofton,MD,39.0144,-76.6800,29136,America/New_York
Oak Ridge,TN,35.9639,-84.2938,29156,America/New_York
Port Chester,NY,41.0052,-73.6680,29163,America/New_York
Washington,UT,37.1304,-113.4877,29174,America/Denver
North Attleborough,MA,41.9699,-71.3345,29180,America/New_York
Lewes,DE,38.7777,-75.1448,29187,America/New_York
Newberg,OR,45.3075,-122.9601,29225,America/Los_Angeles
East Palo Alto,CA,37.4671,-122.1352,29314,America/Los_Angeles
Chicago Heights,IL,41.5101,-87.6345,29322,America/Chicago
East Lake-Orient Park,FL,27.9971,-82.3653,29346,America/New_York
Central,LA,30.5593,-91.0369,29357,America/Chicago
Oak Park,MI,42.4649,-83.1824,29431,America/Detroit
Westfield,NJ,40.6515,-74.3433,29512,America/New_York
Hermiston,OR,45.8323,-119.2858,29512,America/Los_Angeles
Highland Park,IL,42.1823,-87.8105,29515,America/Chicago
Sanford,ME,43.4244,-70.7573,29535,America/New_York
Golden Gate,FL,26.1844,-81.7031,29552,America/New_York
Atwater,CA,37.3543,-120.5981,29559,America/Los_Angeles
Ukiah,CA,39.1463,-123.2105,29561,America/Los_Angeles
Drexel Heights,AZ,32.1457,-111.0478,29568,America/Phoenix
O'Fallon,IL,38.5976,-89.9155,29583,America/Chicago
Winona,MN,44.0505,-91.6684,29601,America/Chicago
Duluth,GA,34.0053,-84.1492,29609,America/New_York
Aberdeen,WA,46.9757,-123.8094,29609,America/Los_Angeles
Greenville,MS,33.3850,-91.0514,29613,America/Chicago
North Chicago,IL,42.3172,-87.8596,29615,America/Chicago
West Falls Church,VA,38.8648,-77.1878,29623,America/New_York
Kent,OH,41.1490,-81.3610,29646,America/New_York
Texarkana,AR,33.4361,-93.9960,29657,America/Chicago
Garden City,KS,37.9754,-100.8529,29659,America/Chicago
Suisun City,CA,38.2473,-122.0090,29663,America/Los_Angeles
Walnut,CA,34.0334,-117.8593,29685,America/Los_Angeles
Maryville,TN,35.7468,-83.9789,29742,America/New_York
Westchester,FL,25.7474,-80.3358,29778,America/New_York
Eagle,ID,43.7223,-116.3862,29796,America/Boise
Bay Shore,NY,40.7317,-73.2505,29799,America/New_York
Williston,ND,48.1814,-103.6364,29844,America/Chicago
Madison Heights,MI,42.5073,-83.1034,29886,America/Detroit
Rahway,NJ,40.6077,-74.2807,29895,America/New_York
East Liverpool,OH,40.6333,-80.5677,29898,America/New_York
Stockbridge,GA,33.5253,-84.2294,29904,America/New_York
Pasadena,MD,39.1552,-76.5537,29918,America/New_York
Milford Mill,MD,39.3444,-76.7668,29926,America/New_York
Fortuna Foothills,AZ,32.6616,-114.3973,29955,America/Phoenix
Seguin,TX,29.5889,-97.9671,29992,America/Chicago
Somerset,KY,37.0815,-84.6091,30053,America/New_York
North Royalton,OH,41.3138,-81.7452,30068,America/New_York
Atascadero,CA,35.4827,-120.6858,30075,America/Los_Angeles
Ballwin,MO,38.5951,-90.5500,30082,America/Chicago
Los Altos,CA,37.3685,-122.0966,30089,America/Los_Angeles
Saratoga,CA,37.2684,-122.0263,30153,America/Los_Angeles
Clinton,IA,41.8434,-90.2408,30177,America/Chicago
San Carlos,CA,37.4982,-122.2680,30185,America/Los_Angeles
South Lake Tahoe,CA,38.9393,-119.9828,30188,America/Los_Angeles
Los Gatos,CA,37.2303,-121.9560,30222,America/Los_Angeles
Santa Paula,CA,34.3521,-119.0698,30233,America/Los_Angeles
Long Branch,NJ,40.2965,-73.9915,30241,America/New_York
North Tonawanda,NY,43.0457,-78.8659,30245,America/New_York
Cornelius,NC,35.4725,-80.8801,30257,America/New_York
Sterling,VA,39.0052,-77.4050,30271,America/New_York
Peru,IL,41.3484,-89.1370,30287,America/Chicago
Carney,MD,39.4050,-76.5236,30289,America/New_York
Chamblee,GA,33.8842,-84.3008,30307,America/New_York
Fuquay-Varina,NC,35.5958,-78.7794,30324,America/New_York
Holladay,UT,40.6599,-111.8226,30325,America/Denver
Orangeburg,SC,33.4928,-80.8670,30365,America/New_York
Gurnee,IL,42.3708,-87.9392,30378,America/Chicago
Gloucester,MA,42.6260,-70.6897,30430,America/New_York
Lakeside,FL,30.1356,-81.7674,30458,America/New_York
Windsor,CO,40.4693,-104.9213,30477,America/Denver
Crown Point,IN,41.4141,-87.3457,30488,America/Chicago
Auburn,NY,42.9338,-76.5684,30507,America/New_York
Canton,GA,34.2467,-84.4900,30528,America/New_York
Oceanside,NY,40.6328,-73.6364,30604,America/New_York
Barstow,CA,34.8661,-117.0472,30605,America/Los_Angeles
Kerrville,TX,30.0398,-99.1320,30623,America/Chicago
Brooklyn Center,MN,45.0681,-93.3162,30690,America/Chicago
Fountain,CO,38.6886,-104.6829,30735,America/Denver
Wooster,OH,40.8171,-81.9335,30750,America/New_York
Granger,IN,41.7373,-86.1350,30776,America/Indiana/Indianapolis
Fitchburg,WI,42.9859,-89.4255,30792,America/Chicago
Lake Magdalene,FL,28.0875,-82.4791,30805,America/New_York
Winter Park,FL,28.5987,-81.3438,30825,America/New_York
Lawrenceville,GA,33.9523,-83.9931,30834,America/New_York
Aiken,SC,33.5310,-81.7268,30869,America/New_York
Burlingame,CA,37.5860,-122.3669,30889,America/Los_Angeles
Marrero,LA,29.8871,-90.1127,30894,America/Chicago
Algonquin,IL,42.1629,-88.3159,30897,America/Chicago
Opelika,AL,32.6612,-85.3769,30908,America/Chicago
Goleta,CA,34.4360,-119.8596,30911,America/Los_Angeles
Nicholasville,KY,37.8902,-84.5669,30912,America/New_York
Nogales,AZ,31.3624,-110.9336,30917,America/Phoenix
Rexburg,ID,43.8224,-111.7920,30979,America/Boise
San Pablo,CA,37.9628,-122.3425,30990,America/Los_Angeles
Fair Oaks,CA,38.6504,-121.2497,31032,America/Los_Angeles
Mundelein,IL,42.2691,-88.0101,31051,America/Chicago
Columbus,MS,33.5088,-88.4096,31084,America/Chicago
Naugatuck,CT,41.4890,-73.0518,31108,America/New_York
Eldersburg,MD,39.4041,-76.9529,31108,America/New_York
Orcutt,CA,34.8668,-120.4269,31118,America/Los_Angeles
Athens,AL,34.7847,-86.9510,31187,America/Chicago
Princeton,NJ,40.3563,-74.6693,31187,America/New_York
Central Islip,NY,40.7837,-73.1945,31205,America/New_York
Laguna Hills,CA,33.5920,-117.6992,31207,America/Los_Angeles
Banning,CA,33.9460,-116.8992,31221,America/Los_Angeles
Alliance,OH,40.9107,-81.1189,31255,America/New_York
Cibolo,TX,29.5639,-98.2123,31281,America/Chicago
Fruit Cove,FL,30.0972,-81.6176,31314,America/New_York
Wheat Ridge,CO,39.7728,-105.1029,31324,America/Denver
Kahului,HI,20.8715,-156.4603,31336,Pacific/Honolulu
North Olmsted,OH,41.4150,-81.9190,31341,America/New_York
Petersburg,VA,37.2043,-77.3913,31346,America/New_York
Miami Lakes,FL,25.9125,-80.3214,31367,America/New_York
Key West,FL,24.5637,-81.7768,31401,America/New_York
Garner,NC,35.6934,-78.6196,31407,America/New_York
Sherwood,AR,34.8508,-92.2028,31436,America/Chicago
Parkville,MD,39.3832,-76.5519,31451,America/New_York
Syracuse,UT,41.0860,-112.0698,31458,America/Denver
Milledgeville,GA,33.0874,-83.2414,31471,America/New_York
Centereach,NY,40.8696,-73.0808,31493,America/New_York
South Riding,VA,38.9120,-77.5132,31515,America/New_York
Rochester,NH,43.2990,-70.9787,31526,America/New_York
Hopkinsville,KY,36.8386,-87.4776,31569,America/Chicago
Spring Valley,CA,32.7316,-116.9766,31650,America/Los_Angeles
Fallbrook,CA,33.3693,-117.2259,31701,America/Los_Angeles
Garfield,NJ,40.8791,-74.1085,31802,America/New_York
Pueblo West,CO,38.3551,-104.7266,31849,America/Denver
Martinsville,VA,36.6827,-79.8636,31871,America/New_York
Redan,GA,33.7394,-84.1644,31873,America/New_York
Bel Air North,MD,39.5544,-76.3733,31941,America/New_York
Placerville,CA,38.7308,-120.7978,31943,America/Los_Angeles
La Verne,CA,34.1208,-117.7702,31974,America/Los_Angeles
Juneau,AK,58.4546,-134.1739,31974,America/Juneau
Prairieville,LA,30.3151,-90.9571,31974,America/Chicago
Chillicothe,OH,39.3393,-82.9937,31999,America/New_York
Uniondale,NY,40.7176,-73.5947,32007,America/New_York
Westlake,OH,41.4524,-81.9295,32032,America/New_York
Pekin,IL,40.5679,-89.6262,32045,America/Chicago
Franklin Square,NY,40.7002,-73.6775,32055,America/New_York
Eastpointe,MI,42.4657,-82.9461,32081,America/Detroit
Liberty,MO,39.2394,-94.4191,32100,America/Chicago
Clearfield,UT,41.1030,-112.0237,32118,America/Denver
Rome,NY,43.2260,-75.4909,32148,America/New_York
Smithfield,NC,35.5131,-78.3497,32156,America/New_York
Coos Bay,OR,43.3789,-124.2330,32159,America/Los_Angeles
College Park,MD,38.9960,-76.9337,32163,America/New_York
East Lake,FL,28.1205,-82.6868,32169,America/New_York
Springfield,VA,38.7809,-77.1839,32222,America/New_York
Bowling Green,OH,41.3773,-83.6500,32249,America/New_York
Spring Valley,NY,41.1151,-74.0486,32261,America/New_York
Dania Beach,FL,26.0594,-80.1637,32271,America/New_York
Princeton,FL,25.5396,-80.3971,32299,America/New_York
Bethel Park,PA,40.3239,-80.0364,32345,America/New_York
Des Moines,WA,47.3915,-122.3157,32348,America/Los_Angeles
Savage,MN,44.7544,-93.3631,32362,America/Chicago
Southlake,TX,32.9545,-97.1503,32376,America/Chicago
Ferry Pass,FL,30.5203,-87.1903,32376,America/Chicago
Lawndale,CA,33.8884,-118.3531,32389,America/Los_Angeles
Kaysville,UT,41.0290,-111.9456,32390,America/Denver
Elk Grove Village,IL,42.0063,-87.9921,32400,America/Chicago
Harker Heights,TX,31.0572,-97.6445,32421,America/Chicago
Starkville,MS,33.4608,-88.8297,32546,America/Chicago
Spanaway,WA,47.0979,-122.4233,32575,America/Los_Angeles
Massillon,OH,40.7838,-81.5254,32584,America/New_York
Ridgecrest,CA,35.6308,-117.6621,32684,America/Los_Angeles
Fairmont,WV,39.4768,-80.1491,32847,America/New_York
Huntington Station,NY,40.8446,-73.4050,32866,America/New_York
St. Charles,IL,41.9193,-88.3109,32887,America/Chicago
Fair Lawn,NJ,40.9359,-74.1177,32896,America/New_York
West Little River,FL,25.8570,-80.2367,32897,America/New_York
Northbrook,IL,42.1292,-87.8353,32958,America/Chicago
Florence,KY,38.9900,-84.6470,33004,America/New_York
Woodstock,GA,34.1026,-84.5090,33039,America/New_York
Matthews,NC,35.1195,-80.7101,33138,America/New_York
Andover,MN,45.2571,-93.3265,33140,America/Chicago
Franklin,NJ,41.1101,-74.5886,33153,America/New_York
American Fork,UT,40.3792,-111.7952,33161,America/Denver
Copperas Cove,TX,31.1192,-97.9140,33235,America/Chicago
Saratoga Springs,UT,40.3449,-111.9152,33282,America/Denver
Springville,UT,40.1638,-111.6206,33310,America/Denver
Greer,SC,34.9313,-82.2315,33373,America/New_York
Bridgeton,NJ,39.4286,-75.2281,33379,America/New_York
Woodridge,IL,41.7368,-88.0408,33432,America/Chicago
Long Beach,NY,40.5887,-73.6660,33454,America/New_York
Deer Park,TX,29.6898,-95.1151,33474,America/Chicago
Fair Oaks,VA,38.8653,-77.3586,33481,America/New_York
Pikesville,MD,39.3893,-76.7020,33486,America/New_York
Alabaster,AL,33.2198,-86.8225,33487,America/Chicago
Alamogordo,NM,32.8837,-105.9624,33513,America/Denver
Newark,DE,39.6776,-75.7573,33515,America/New_York
Midlothian,TX,32.4668,-96.9892,33532,America/Chicago
Dana Point,CA,33.4733,-117.6968,33577,America/Los_Angeles
Glendale Heights,IL,41.9196,-88.0785,33617,America/Chicago
San Dimas,CA,34.1082,-117.8090,33621,America/Los_Angeles
Warsaw,IN,41.2448,-85.8464,33708,America/Indiana/Indianapolis
Galesburg,IL,40.9506,-90.3763,33767,America/Chicago
Beverly Hills,CA,34.0786,-118.4021,33792,America/Los_Angeles
Sonoma,CA,38.2902,-122.4598,33831,America/Los_Angeles
Kaneohe,HI,21.4062,-157.7904,33841,Pacific/Honolulu
Cottonwood Heights,UT,40.6137,-111.8144,33843,America/Denver
Mason,OH,39.3571,-84.3023,33870,America/New_York
Estero,FL,26.4277,-81.7951,33871,America/New_York
Fairborn,OH,39.8010,-84.0093,33876,America/New_York
Valparaiso,IN,41.4782,-87.0507,33897,America/Chicago
Foster City,CA,37.5553,-122.2659,33901,America/Los_Angeles
Lake Stevens,WA,48.0028,-122.0960,33911,America/Los_Angeles
Laramie,WY,41.3099,-105.6085,33929,America/Denver
Salisbury,NC,35.6656,-80.4909,33988,America/New_York
Douglasville,GA,33.7384,-84.7065,33992,America/New_York
Chester,PA,39.8456,-75.3718,34000,America/New_York
University Place,WA,47.2147,-122.5461,34001,America/Los_Angeles
Carlsbad,NM,32.4011,-104.2389,34031,America/Denver
Ken Caryl,CO,39.5770,-105.1144,34040,America/Denver
Adelanto,CA,34.5815,-117.4397,34049,America/Los_Angeles
Kennesaw,GA,34.0260,-84.6177,34077,America/New_York
Franklin,MA,42.0862,-71.4113,34087,America/New_York
Golden Glades,FL,25.9129,-80.2013,34109,America/New_York
Midvale,UT,40.6148,-111.8928,34124,America/Denver
University City,MO,38.6657,-90.3315,34165,America/Chicago
Parkland,FL,26.3218,-80.2533,34170,America/New_York
Grass Valley,CA,39.2237,-121.0521,34196,America/Los_Angeles
Russellville,AR,35.2763,-93.1383,34205,America/Chicago
Butte,MT,45.9020,-112.6571,34207,America/Denver
Goshen,IN,41.5743,-85.8308,34217,America/Indiana/Indianapolis
Firestone,CO,40.1563,-104.9494,34230,America/Denver
Redmond,OR,44.2631,-121.1798,34240,America/Los_Angeles
Montgomery Village,MD,39.1783,-77.1957,34332,America/New_York
Norristown,PA,40.1224,-75.3398,34341,America/New_York
Randolph,MA,42.1778,-71.0539,34362,America/New_York
Socorro,TX,31.6384,-106.2601,34370,America/Denver
North Ridgeville,OH,41.3851,-82.0194,34392,America/New_York
Vestavia Hills,AL,33.4518,-86.7438,34413,America/Chicago
Kearney,NE,40.7010,-99.0834,34418,America/Chicago
Nacogdoches,TX,31.6134,-94.6528,34420,America/Chicago
Boardman,OH,41.0334,-80.6671,34431,America/New_York
Pullman,WA,46.7340,-117.1669,34506,America/Los_Angeles
Lockport,NY,43.1698,-78.6956,34561,America/New_York
Arcata,CA,40.8615,-124.0757,34616,America/Los_Angeles
Dakota Ridge,CO,39.6192,-105.1344,34659,America/Denver
Sun Prairie,WI,43.1827,-89.2358,34661,America/Chicago
Menlo Park,CA,37.4686,-122.1672,34698,America/Los_Angeles
Leawood,KS,38.9076,-94.6258,34727,America/Chicago
Calhoun,GA,34.4918,-84.9391,34754,America/New_York
Oildale,CA,35.4249,-119.0279,34763,America/Los_Angeles
San Luis,AZ,32.4911,-114.7089,34778,America/Phoenix
Buenaventura Lakes,FL,28.3349,-81.3539,34784,America/New_York
Stow,OH,41.1765,-81.4344,34785,America/New_York
Merrillville,IN,41.4728,-87.3197,34792,America/Chicago
Orangevale,CA,38.6881,-121.2209,34824,America/Los_Angeles
Pleasant Hill,CA,37.9540,-122.0759,34839,America/Los_Angeles
Martinez,GA,33.5209,-82.0985,34844,America/New_York
DeLand,FL,29.0224,-81.2873,34851,America/New_York
East Point,GA,33.6696,-84.4701,34875,America/New_York
Brunswick,OH,41.2464,-81.8198,34880,America/New_York
Englewood,CO,39.6468,-104.9942,34917,America/Denver
La Porte,TX,29.6689,-95.0484,34976,America/Chicago
Owings Mills,MD,39.4115,-76.7913,35081,America/New_York
New City,NY,41.1543,-73.9909,35101,America/New_York
Manhattan Beach,CA,33.8895,-118.3972,35183,America/Los_Angeles
Olney,MD,39.1465,-77.0715,35191,America/New_York
Oak Harbor,WA,48.2965,-122.6333,35228,America/Los_Angeles
Westmont,CA,33.9417,-118.3018,35266,America/Los_Angeles
Plainfield,IN,39.6953,-86.3717,35287,America/Indiana/Indianapolis
Auburn,CA,38.8950,-121.0778,35311,America/Los_Angeles
Upper Arlington,OH,40.0272,-83.0704,35366,America/New_York
Wildwood,MO,38.5799,-90.6699,35432,America/Chicago
Riviera Beach,FL,26.7812,-80.0742,35463,America/New_York
Sanford,NC,35.4874,-79.1772,35467,America/New_York
Gahanna,OH,40.0251,-82.8637,35483,America/New_York
Bell,CA,33.9801,-118.1798,35521,America/Los_Angeles
Randallstown,MD,39.3723,-76.8024,35528,America/New_York
Monroe,NC,35.0061,-80.5595,35540,America/New_York
Chillum,MD,38.9667,-76.9790,35557,America/New_York
Inver Grove Heights,MN,44.8247,-93.0596,35672,America/Chicago
Junction City,KS,39.0271,-96.8496,35677,America/Chicago
Carrollwood,FL,28.0577,-82.5149,35686,America/New_York
Mount Pleasant,MI,43.5966,-84.7759,35694,America/Detroit
Middletown,DE,39.4453,-75.7166,35695,America/New_York
La Vergne,TN,36.0203,-86.5582,35716,America/Chicago
LaGrange,GA,33.0274,-85.0384,35721,America/New_York
Meadow Woods,FL,28.3698,-81.3467,35726,America/New_York
El Mirage,AZ,33.5905,-112.3271,35753,America/Phoenix
Cooper City,FL,26.0463,-80.2862,35800,America/New_York
Franklin,WI,42.8854,-88.0104,35811,America/Chicago
Temple City,CA,34.1021,-118.0579,35811,America/Los_Angeles
Elmont,NY,40.7033,-73.7078,35824,America/New_York
Foothill Farms,CA,38.6867,-121.3475,35881,America/Los_Angeles
San Juan Capistrano,CA,33.5009,-117.6544,35911,America/Los_Angeles
Calumet City,IL,41.6134,-87.5505,35913,America/Chicago
Watertown Town,MA,42.3700,-71.1774,35939,America/New_York
Woodburn,OR,45.1473,-122.8603,35941,America/Los_Angeles
Prattville,AL,32.4605,-86.4588,35957,America/Chicago
Tooele,UT,40.5393,-112.3082,36015,America/Denver
Gillette,WY,44.2752,-105.4983,36032,America/Denver
Shawnee,OK,35.3529,-96.9650,36067,America/Chicago
Portsmouth,OH,38.7539,-82.9446,36111,America/New_York
French Valley,CA,33.5998,-117.1069,36126,America/Los_Angeles
Lauderdale Lakes,FL,26.1682,-80.2017,36194,America/New_York
Peachtree City,GA,33.3943,-84.5712,36223,America/New_York
Post Falls,ID,47.7213,-116.9385,36250,America/Los_Angeles
Oswego,IL,41.6834,-88.3372,36252,America/Chicago
Claremont,CA,34.1259,-117.7153,36266,America/Los_Angeles
Lincoln Park,MI,42.2432,-83.1811,36321,America/Detroit
Oak Creek,WI,42.8803,-87.9009,36325,America/Chicago
Kearns,UT,40.6520,-112.0093,36330,America/Denver
Monrovia,CA,34.1650,-117.9921,36331,America/Los_Angeles
Richfield,MN,44.8762,-93.2833,36354,America/Chicago
Moorpark,CA,34.2855,-118.8770,36375,America/Los_Angeles
Tucker,GA,33.8436,-84.2021,36395,America/New_York
Oakville,MO,38.4472,-90.3199,36407,America/Chicago
Roseville,MN,45.0155,-93.1545,36457,America/Chicago
West Hollywood,CA,34.0882,-118.3718,36475,America/Los_Angeles
Addison,IL,41.9314,-88.0085,36482,America/Chicago
Phenix City,AL,32.4588,-85.0251,36487,America/Chicago
Merritt Island,FL,28.3146,-80.6713,36532,America/New_York
Hilliard,OH,40.0353,-83.1578,36534,America/New_York
Dunedin,FL,28.0329,-82.7863,36537,America/New_York
Bettendorf,IA,41.5656,-90.4764,36543,America/Chicago
Meridian,MS,32.3846,-88.6896,36686,America/Chicago
Benton,AR,34.5775,-92.5712,36820,America/Chicago
New Albany,IN,38.3089,-85.8234,36843,America/Kentucky/Louisville
Foley,AL,30.3983,-87.6649,36921,America/Chicago
Park Ridge,IL,42.0125,-87.8436,36950,America/Chicago
Commack,NY,40.8443,-73.2834,36953,America/New_York
Owasso,OK,36.2882,-95.8328,36957,America/Chicago
Aventura,FL,25.9565,-80.1372,36987,America/New_York
Portage,IN,41.5866,-87.1792,36988,America/Chicago
Georgetown,KY,38.2249,-84.5482,36994,America/New_York
Oakton,VA,38.8887,-77.3016,36997,America/New_York
San Juan,TX,26.1903,-98.1520,37008,America/Chicago
Mount Juliet,TN,36.1991,-86.5114,37029,America/Chicago
West Fargo,ND,46.8573,-96.9057,37058,America/Chicago
Evans,GA,33.5619,-82.1351,37114,America/New_York
South Miami Heights,FL,25.5886,-80.3862,37119,America/New_York
Rock Island,IL,41.4699,-90.5827,37176,America/Chicago
Braintree,MA,42.2039,-71.0022,37190,America/New_York
Greenfield,WI,42.9619,-88.0051,37221,America/Chicago
Wildomar,CA,33.6173,-117.2582,37229,America/Los_Angeles
Carpentersville,IL,42.1227,-88.2895,37254,America/Chicago
Pahrump,NV,36.2411,-116.0176,37298,America/Los_Angeles
Parkland,WA,47.1417,-122.4376,37303,America/Los_Angeles
Winter Springs,FL,28.6889,-81.2704,37312,America/New_York
Oregon City,OR,45.3415,-122.5927,37339,America/Los_Angeles
Navarre,FL,30.4174,-86.8907,37362,America/Chicago
Oswego,NY,43.4516,-76.5005,37420,America/New_York
Hanover Park,IL,41.9819,-88.1447,37426,America/Chicago
Valley Stream,NY,40.6647,-73.7044,37431,America/New_York
Cleburne,TX,32.3570,-97.4152,37468,America/Chicago
Richmond West,FL,25.6105,-80.4297,37486,America/New_York
Mechanicsville,VA,37.6262,-77.3561,37496,America/New_York
St. Marys,GA,30.7567,-81.5722,37556,America/New_York
Kailua,HI,21.3920,-157.7396,37586,Pacific/Honolulu
Cottage Grove,MN,44.8161,-92.9274,37604,America/Chicago
Egypt Lake-Leto,FL,28.0177,-82.5062,37704,America/New_York
London,KY,37.1175,-84.0767,37714,America/New_York
Albertville,AL,34.2634,-86.2107,37775,America/Chicago
Butler,PA,40.8616,-79.8962,37796,America/New_York
Holly Springs,NC,35.6530,-78.8397,37812,America/New_York
Mission Bend,TX,29.6948,-95.6657,37979,America/Chicago
Valrico,FL,27.9193,-82.2293,37980,America/New_York
Waxahachie,TX,32.4032,-96.8444,37988,America/Chicago
Granbury,TX,32.4484,-97.7685,37996,America/Chicago
Menomonee Falls,WI,43.1487,-88.1227,38014,America/Chicago
East Meadow,NY,40.7197,-73.5604,38029,America/New_York
Stanton,CA,33.8002,-117.9935,38139,America/Los_Angeles
Huber Heights,OH,39.8595,-84.1130,38154,America/New_York
Severna Park,MD,39.0870,-76.5687,38188,America/New_York
La Presa,CA,32.7110,-117.0027,38227,America/Los_Angeles
Pleasant Grove,UT,40.3716,-111.7412,38258,America/Denver
Martinez,CA,37.9985,-122.1160,38297,America/Los_Angeles
Rosenberg,TX,29.5460,-95.8220,38307,America/Chicago
Oxford,MS,34.3627,-89.5336,38310,America/Chicago
Reynoldsburg,OH,39.9587,-82.7944,38327,America/New_York
Eagle Mountain,UT,40.3137,-112.0114,38391,America/Denver
Land O' Lakes,FL,28.2075,-82.4476,38410,America/New_York
Kendall West,FL,25.7065,-80.4388,38433,America/New_York
Lebanon,TN,36.2040,-86.3481,38518,America/Chicago
Lake Worth,FL,26.6196,-80.0591,38526,America/New_York
Pacifica,CA,37.6112,-122.4781,38546,America/Los_Angeles
Fort Lee,NJ,40.8509,-73.9712,38605,America/New_York
Wheeling,IL,42.1308,-87.9240,38646,America/Chicago
Clermont,FL,28.5402,-81.7259,38654,America/New_York
Hurst,TX,32.8353,-97.1808,38655,America/Chicago
Duncanville,TX,32.6460,-96.9127,38751,America/Chicago
Warren,OH,41.2390,-80.8174,38752,America/New_York
Northglenn,CO,39.9108,-104.9783,38819,America/Denver
Frankfort,KY,38.1924,-84.8643,38852,America/New_York
Sun City,AZ,33.6165,-112.2819,38877,America/Phoenix
Enterprise,AL,31.3276,-85.8459,38914,America/Chicago
Olive Branch,MS,34.9610,-89.8469,38924,America/Chicago
New Castle,PA,40.9956,-80.3459,38930,America/New_York
Moses Lake,WA,47.1280,-119.2761,39002,America/Los_Angeles
Clinton,MD,38.7499,-76.9063,39018,America/New_York
Horizon West,FL,28.4417,-81.6145,39065,America/New_York
Crestview,FL,30.7480,-86.5784,39072,America/Chicago
Brookfield,WI,43.0640,-88.1231,39115,America/Chicago
Mooresville,NC,35.5849,-80.8265,39132,America/New_York
Lynnwood,WA,47.8284,-122.3033,39141,America/Los_Angeles
Arecibo,PR,18.4491,-66.7387,39176,America/Puerto_Rico
Kalispell,MT,48.2156,-114.3262,39182,America/Denver
